UFI;UNI;LAT;LONG;DMS_LAT;DMS_LONG;DSG;ADM1;ADM2;NT;SORT_NAME;FULL_NAME
-906481;-1339754;-346.333.333;-559.666.667;-343800;-555800;PPL;2;;N;CRUZDELOSCAMINOS;Cruz de los Caminos
-906482;-1339755;-320.333.333;-541.833.333;-320200;-541100;PPL;3;;N;CRUZDEPIEDRA;Cruz de Piedra
-906486;-1339764;-306.166.667; -56.9;-303700;-565400;PPL;1;;N;CUARO;Cuaró
-906487;-1339765; -31.9;-551.333.333;-315400;-550800;PPL;18;;N;CUARO;Cuaró
-906499;-1339784;-322.333.333;-549.833.333;-321400;-545900;PPL;18;;N;CUCHILLACARAGUATA;Cuchilla Caraguatá
-908533;-1339785;-333.833.333;-564.166.667;-332300;-562500;PPL;5;;V;CUCHILLADECUADRA;Cuchilla de Cuadra
-906500;-1339786; -31.8; -55.7;-314800;-554200;PPL;18;;N;CUCHILLADELOMBU;Cuchilla del Ombú
-906501;-1339787;-335.833.333; -57.3;-333500;-571800;PPL;17;;N;CUCHILLADELPERDIDO;Cuchilla del Perdido
-906502;-1339788;-324.333.333; -56.35;-322600;-562100;PPL;18;;N;CUCHILLADEPERALTA;Cuchilla de Peralta
-906503;-1339789; -32.65; -54.45;-323900;-542700;PPL;3;;N;CUCHILLAGRANDE;Cuchilla Grande
-906504;-1339790; -31.35;-553.833.333;-312100;-552300;PPL;13;;N;CUCHILLAMANGUERA;Cuchilla Manguera
-906513;-1339805; -34.2; -57.1;-341200;-570600;PPL;16;;N;CUFRE;Cufré
-906520;-1339820;-315.333.333;-555.833.333;-313200;-553500;PPL;13;;N;CUNAPIRU;Cuñapirú
-906527;-1339831;-309.666.667; -55.55;-305800;-553300;PPL;13;;N;CURTICERAS;Curticeras
-906529;-1339833; -32.15;-561.166.667;-320900;-560700;PPL;18;;N;CURTINA;Curtina
-906546;-1339875; -33.1;-576.333.333;-330600;-573800;PPL;17;;N;DARWIN;Darwin
-906547;-1339877; -31.55; -57.95;-313300;-575700;PPL;11;;N;DAYMAN;Daymán
-906553;-1339893;-331.666.667;-549.666.667;-331000;-545800;PPL;8;;N;DELOSPASTORES;De los Pastores
-906554;-1339894;-347.633.333;-563.852.778;-344548;-562307;PPL;16;;N;DELTADELTIGRE;Delta del Tigre
-906563;-1339911;-331.333.333;-549.333.333;-330800;-545600;PPL;8;;N;DIAZ;Díaz
-906565;-1339914;-343.666.667;-540.666.667;-342200;-540400;PPL;14;;N;DIECINUEVEDEABRIL;Diecinueve de Abril
-906566;-1339915;-336.833.333; -53.55;-334100;-533300;PPL;14;;N;DIECIOCHODEJULIO;Dieciocho de Julio
-906566;-1339917;-336.833.333; -53.55;-334100;-533300;PPL;14;;V;DIEZYOCHODEJULIO;Diez y Ocho de Julio
-909267;-1339947;-346.833.333;-556.833.333;-344100;-554100;PPL;2;;V;DOCTORFRANCISCOSOCA;Doctor Francisco Soca
-909267;-1339950;-346.833.333;-556.833.333;-344100;-554100;PPL;2;;V;DOCTORSOCA;Doctor Soca
-906582;-1339951;-335.441.667;-581.972.222;-333239;-581150;PPL;17;;N;DOLORES;Dolores
-907104;-1339983;-336.833.333;-575.666.667;-334100;-573400;PPL;17;;V;DRABBLE;Drabble
-907104;-1339986;-336.833.333;-575.666.667;-334100;-573400;PPL;17;;V;DRABLE;Drable
-906605;-1339992;-334.130.556;-565.005.556;-332447;-563002;PPL;5;;V;DURANZO;Duranzo
-908414;-1339994; -33.65;-575.333.333;-333900;-573200;PPL;17;;V;DURAZNITO;Duraznito
-906605;-1339999;-334.130.556;-565.005.556;-332447;-563002;PPL;5;;N;DURAZNO;Durazno
-906614;-1340016;-345.333.333;-563.166.667;-343200;-561900;PPL;2;;N;ECHEVARRIA;Echevarría
-906614;-1340018;-345.333.333;-563.166.667;-343200;-561900;PPL;2;;V;ECHEVERRIA;Echeverría
-908289;-1340020;-316.833.333; -55.95;-314100;-555700;PPL;18;;V;ECHEVERRY;Echeverry
-906616;-1340021;-343.666.667;-570.666.667;-342200;-570400;PPL;16;;N;ECILDAPAULLIER;Ecilda Paullier
-906618;-1340024;-336.166.667;-576.333.333;-333700;-573800;PPL;17;;N;EGANA;Egaña
-905481;-1340030; -31.9;-554.666.667;-315400;-552800;PPL;11;;V;ELBORRACHO;El Borracho
-906621;-1340031; -34.4;-576.666.667;-342400;-574000;PPL;4;;N;ELCANO;El Caño
-906623;-1340033; -32.95;-542.166.667;-325700;-541300;PPL;19;;N;ELCATETE;El Catete
-906624;-1340034;-335.166.667;-537.833.333;-333100;-534700;PPL;14;;N;ELCEIBO;El Ceibo
-906625;-1340035; -33.95;-582.333.333;-335700;-581400;PPL;4;;N;ELCERRO;El Cerro
-906626;-1340036; -34.0; -58.25;-340000;-581500;PPL;4;;N;ELCERRO;El Cerro
-906627;-1340037;-319.666.667;-575.166.667;-315800;-573100;PPL;11;;N;ELCHACO;El Chaco
-906628;-1340038;-329.666.667; -55.4;-325800;-552400;PPL;5;;N;ELCHACO;El Chaco
-906629;-1340039;-330.166.667; -53.95;-330100;-535700;PPL;19;;N;ELCHAJA;El Chajá
-907799;-1340040;-321.666.667;-541.166.667;-321000;-540700;PPL;3;;V;ELCHUY;El Chuy
9045003;9045003;-346.983.333;-562.175;-344154;-561303;PPL;2;;N;ELDORADO;El Dorado
-906630;-1340041;-319.166.667; -57.25;-315500;-571500;PPL;11;;N;ELEUCALIPTUS;El Eucaliptus
-906631;-1340042; -34.4;-578.833.333;-342400;-575300;PPL;4;;N;ELGENERAL;El General
-906632;-1340043;-320.166.667;-574.666.667;-320100;-572800;PPL;11;;N;ELHORNO;El Horno
-906633;-1340044; -33.95; -55.85;-335700;-555100;PPL;7;;N;ELHUECO;El Hueco
-906635;-1340047;-339.333.333;-556.833.333;-335600;-554100;PPL;7;;N;ELINFIERNILLO;El Infiernillo
-906640;-1340053;-340.666.667;-539.333.333;-340400;-535600;PPL;14;;N;ELMATURRANGO;El Maturrango
-907900;-1340055;-339.833.333;-539.833.333;-335900;-535900;PPL;14;;V;ELORATORIO;El Oratorio
-906644;-1340058; -32.85;-576.833.333;-325100;-574100;PPL;12;;N;ELSAUCE;El Sauce
-906645;-1340059;-344.166.667;-577.333.333;-342500;-574400;PPL;4;;N;ELSEMILLERO;El Semillero
-906646;-1340060; -33.25;-573.333.333;-331500;-572000;PPL;6;;N;ELTALA;El Tala
-906647;-1340061; -32.0; -57.3;-320000;-571800;PPL;11;;N;ELTARUGO;El Tarugo
-909516;-1340062;-303.166.667;-568.166.667;-301900;-564900;PPL;1;;V;ELTOPADOR;El Topador
-906648;-1340063; -31.4;-577.833.333;-312400;-574700;PPL;15;;N;ELTROPIEZO;El Tropiezo
-906649;-1340067; -34.7; -55.9;-344200;-555400;PPL;2;;N;EMPALMEOLMOS;Empalme Olmos
-906650;-1340069;-347.152.778;-560.733.333;-344255;-560424;PPL;2;;N;EMPALMESAUCE;Empalme Sauce
-906805;-1340080; -33.2; -53.8;-331200;-534800;PPL;14;;V;ENRIQUEMARTINEZ;Enrique Martinez
-907104;-1340081;-336.833.333;-575.666.667;-334100;-573400;PPL;17;;V;EROBO;E. Robo
-906659;-1340086;-342.166.667; -57.0;-341300;-570000;PPL;16;;N;ESCUDERO;Escudero
-906326;-1340091; -34.4;-571.666.667;-342400;-571000;PPL;4;;V;ESPANOLACOLONIAAGRICOLA;Española Colonia Agrícola
-906662;-1340092;-323.333.333;-579.333.333;-322000;-575600;PPL;11;;N;ESPERANZA;Esperanza
-906667;-1340099;-334.666.667; -54.2;-332800;-541200;PPL;8;;N;ESPINILLAR;Espinillar
-906671;-1340107;-336.166.667;-582.833.333;-333700;-581700;PPL;17;;N;ESPINILLO;Espinillo
-908045;-1340128; -31.1;-556.666.667;-310600;-554000;PPL;13;;V;ESTACIONATAQUES;Estación Ataques
-906050;-1340130;-340.333.333; -55.65;-340200;-553900;PPL;7;;V;ESTACIONCASUPA;Estación Casupá
-906662;-1340131;-323.333.333;-579.333.333;-322000;-575600;PPL;11;;V;ESTACIONESPERANZA;Estación Esperanza
-906817;-1340132;-335.166.667; -56.4;-333100;-562400;PPL;7;;V;ESTACIONGONI;Estación Goñi
-905631;-1340133;-307.333.333;-573.166.667;-304400;-571900;PPL;1;;V;ESTACIONISLACABELLO;Estación Isla Cabello
-905631;-1340134;-307.333.333;-573.166.667;-304400;-571900;PPL;1;;V;ESTACIONISLADECABELLO;Estación Isla de Cabello
-906678;-1340135;-344.833.333;-556.333.333;-342900;-553800;PPL;2;;N;ESTACIONMIGUES;Estación Migues
-906649;-1340136; -34.7; -55.9;-344200;-555400;PPL;2;;V;ESTACIONOLMOS;Estación Olmos
-908355;-1340137;-323.666.667; -57.85;-322200;-575100;PPL;11;;V;ESTACIONPORVENIR;Estación Porvenir
-906691;-1340162; -34.3;-577.333.333;-341800;-574400;PPL;4;;N;ESTANZUELA;Estanzuela
-907198;-1340163;-343.333.333;-577.166.667;-342000;-574300;PPL;4;;V;ESTANZUELA;Estanzuela
-906630;-1340176;-319.166.667; -57.25;-315500;-571500;PPL;11;;V;EUCALIPTUS;Eucaliptus
-906698;-1340179;-307.166.667; -56.6;-304300;-563600;PPL;1;;N;FAGUNDEZ;Fagúndez
-906703;-1340189;-343.666.667;-551.666.667;-342200;-551000;PPL;8;;N;FALAGIAN;Falagian
-905834;-1340207; -34.4;-537.833.333;-342400;-534700;PPL;14;;V;FARODELPOLONIO;Faro del Polonio
-905834;-1340208; -34.4;-537.833.333;-342400;-534700;PPL;14;;V;FARODEPOLONIO;Faro de Polonio
-906721;-1340221;-320.166.667;-573.333.333;-320100;-572000;PPL;11;;N;FEDERACION;Federaciõn
-906729;-1340234; -32.0;-541.333.333;-320000;-540800;PPL;3;;N;FERNANDEZ;Fernández
-907556;-1340233;-312.166.667;-563.166.667;-311300;-561900;PPL;15;;V;FERNANDEZ;Fernández
-906730;-1340237;-311.666.667; -57.0;-311000;-570000;PPL;15;;N;FERREIRA;Ferreira
-906731;-1340238;-334.833.333;-555.666.667;-332900;-553400;PPL;7;;N;FERRER;Ferrer
-908389;-1340239; -34.8;-562.166.667;-344800;-561300;PPL;10;;V;FERROCARRIL;Ferro Carril
-906735;-1340245; -34.85;-561.166.667;-345100;-560700;PPLX ;10;;N;FLORDEMARONAS;Flor de Maroñas
-906736;-1340246;-338.833.333; -57.4;-335300;-572400;PPL;4;;N;FLORENCIOSANCHEZ;Florencio Sánchez
-906737;-1340247; -31.3;-571.333.333;-311800;-570800;PPL;15;;N;FLORENTINO;Florentino
-907199;-1340275; -34.75;-556.833.333;-344500;-554100;PPL;2;;V;FLORESTA;Floresta
-906748;-1340278;-340.955.556;-562.141.667;-340544;-561251;PPL;7;;N;FLORIDA;Florida
-906751;-1340284;-325.166.667;-545.333.333;-323100;-543200;PPL;10;;N;FRAILEMUERTO;Fraile Muerto
-909267;-1340303;-346.833.333;-556.833.333;-344100;-554100;PPL;2;;V;FRANCISCOSOCA;Francisco Soca
-906763;-1340305;-301.333.333;-576.333.333;-300800;-573800;PPL;1;;N;FRANQUIA;Franquia
-906765;-1340308;-331.325;-582.955.556;-330757;-581744;PPL;12;;N;FRAYBENTOS;Fray Bentos
-906751;-1340314;-325.166.667;-545.333.333;-323100;-543200;PPL;10;;V;FRAYLEMUERTO;Frayle Muerto
-906769;-1340315;-341.833.333;-557.333.333;-341100;-554400;PPL;8;;N;FRAYMARCOS;Fray Marcos
-906782;-1340350; -31.35; -57.8;-312100;-574800;PPL;15;;N;GARIBALDI;Garibaldi
-906787;-1340364; -34.6; -54.55;-343600;-543300;PPL;9;;N;GARZON;Garzón
-906787;-1340371; -34.6; -54.55;-343600;-543300;PPL;9;;V;GARZON ESTACION;Estación Garzón
-906804;-1340403;-325.666.667;-573.666.667;-323400;-572200;PPL;12;;N;GENERALBORGES;General Borges
-906805;-1340405; -33.2; -53.8;-331200;-534800;PPL;14;;N;GENERALENRIQUEMARTINEZ;General Enrique Martínez
-906807;-1340410;-347.333.333;-552.666.667;-344400;-551600;PPL;9;;N;GERONA;Gerona
-906808;-1340411;-338.833.333; -53.5;-335300;-533000;PPL;14;;N;GERVASIO;Gervasio
-908290;-1340421;-317.666.667;-560.166.667;-314600;-560100;PPL;18;;V;GODOY;Godoy
-906816;-1340430;-334.833.333;-564.833.333;-332900;-562900;PPL;7;;N;GONI;Goní
-906817;-1340431;-335.166.667; -56.4;-333100;-562400;PPL;7;;N;GONI;Goñi
-906819;-1340434;-330.833.333;-559.666.667;-330500;-555800;PPL;5;;N;GONZALEZ;González
-906820;-1340435;-342.333.333;-568.666.667;-341400;-565200;PPL;16;;N;GONZALEZ;González
-908291;-1340449; -31.9;-558.833.333;-315400;-555300;PPL;18;;V;GOYOMARTINEZ;Goyo Martinez
-906880;-1340544; -32.8; -57.05;-324800;-570300;PPL;12;;N;GRECCO;Grecco
-906880;-1340545; -32.8; -57.05;-324800;-570300;PPL;12;;V;GRECO;Greco
-906883;-1340550;-347.166.667;-554.166.667;-344300;-552500;PPL;9;;N;GREGORIOAZNAREZ;Gregorio Aznárez
-905917;-1340566;-345.227.778;-562.777.778;-343122;-561640;PPL;2;;V;GUADALUPE;Guadalupe
-906894;-1340587;-314.833.333;-548.333.333;-312900;-545000;PPL;13;;N;GUAVIYU;Guaviyú
-908292;-1340586;-310.166.667;-565.666.667;-310100;-563400;PPL;15;;V;GUAVIYU;Guaviyú
-906915;-1340632; -32.25; -57.3;-321500;-571800;PPL;11;;N;GUAYABOS;Guayabos
-906933;-1340672; -33.85;-576.833.333;-335100;-574100;PPL;17;;N;GUERRERO;Guerrero
-906935;-1340674; -32.35; -57.2;-322100;-571200;PPL;11;;N;GUICHON;Guichón
-908284;-1340692;-318.166.667; -55.5;-314900;-553000;PPL;18;;V;HERIBERTO;Heriberto
-906975;-1340761;-341.166.667; -53.95;-340700;-535700;PPL;14;;N;HORQUETA;Horqueta
-906975;-1340789;-341.166.667; -53.95;-340700;-535700;PPL;14;;V;HORQUETADECASTILLOS;Horqueta de Castillos
-906989;-1340797;-316.833.333; -54.65;-314100;-543900;PPL;13;;N;HOSPITAL;Hospital
-906998;-1340813; -33.6;-553.333.333;-333600;-552000;PPL;7;;N;ILLESCAS;Illescas
-906765;-1340825;-331.325;-582.955.556;-330757;-581744;PPL;12;;V;INDEPENDENCIA;Independencia
-907006;-1340826;-343.516.667;-563.983.333;-342106;-562354;PPL;7;;N;INDEPENDENCIA;Independencia
-907023;-1340862;-343.666.667;-555.166.667;-342200;-553100;PPL;8;;N;INGENIEROANDREONI;Ingeniero Andreoni
-908378;-1340865;-34.665;-562.194.444;-343954;-561310;PPL;2;;V;INGENIEROEDUARDOGARCIADEZUNIGA;Ingeniero Eduardo García de Zúñiga
-907026;-1340869; -33.25;-539.166.667;-331500;-535500;PPL;19;;N;INGENIOJOSESERRATO;Ingenio José Serrato
-907035;-1340890;-318.333.333;-541.666.667;-315000;-541000;PPL;3;;N;ISIDORONOBLIA;Isidoro Noblía
-905631;-1340902;-307.333.333;-573.166.667;-304400;-571900;PPL;1;;V;ISLACABELLO;Isla Cabello
-905631;-1340903;-307.333.333;-573.166.667;-304400;-571900;PPL;1;;V;ISLACABELLOS;Isla Cabellos
-905631;-1340908;-307.333.333;-573.166.667;-304400;-571900;PPL;1;;V;ISLADECABELLOS;Isla de Cabellos
-909684;-1340920;-341.891.667;-563.394.444;-341121;-562022;PPL;7;;V;ISLAMALA;Isla Mala
-907050;-1340940;-329.833.333;-545.833.333;-325900;-543500;PPL;19;;N;ISLAPATRULLA;Isla Patrulla
-907072;-1340997;-334.166.667;-570.666.667;-332500;-570400;PPL;4;;N;ISMAELCORTINAS;Ismael Cortinas
-907080;-1341011; -31.3; -57.7;-311800;-574200;PPL;15;;N;ITAPEBI;Itapebí
-907080;-1341017; -31.3; -57.7;-311800;-574200;PPL;15;;V;ITAPEBY;Itapeby
-907087;-1341026; -34.85;-561.166.667;-345100;-560700;PPL;10;;N;ITUZAINGO;Ituzaingó
-907086;-1341025;-344.197.222;-564.225;-342511;-562521;PPL;16;;N;ITUZAINGO;Ituzaingó
-907091;-1341039; -30.4;-567.833.333;-302400;-564700;PPL;1;;N;JAVIERDEVIANA;Javier de Viana
-907104;-1341042;-336.833.333;-575.666.667;-334100;-573400;PPL;17;;V;JERODO;J.E. Rodo
-907096;-1341049; -33.0;-557.833.333;-330000;-554700;PPL;5;;N;JIMENEZ;Jiménez
-907130;-1341051;-344.333.333;-574.166.667;-342600;-572500;PPL;4;;V;JLLACAZE;J.L. Lacaze
-907097;-1341052;-345.894.444;-562.527.778;-343522;-561510;PPL;2;;N;JOANICO;Joanicó
-909441;-1341055;-342.833.333;-576.166.667;-341700;-573700;PPL;4;;V;JOAQUINSUAREZ;Joaquín Suárez
-907099;-1341056;-347.336.111;-560.366.667;-344401;-560212;PPL;2;;N;JOAQUINSUAREZ;Joaquín Suárez
-907099;-1341060;-347.336.111;-560.366.667;-344401;-560212;PPL;2;;V;JOAQUINSUAREZ PUEBLO;Pueblo Joaquín Suárez
-907102;-1341064;-334.666.667;-551.166.667;-332800;-550700;PPL;8;;N;JOSEBATLLEYORDONEZ;José Batlle y Ordóñez
-907104;-1341067;-336.833.333;-575.666.667;-334100;-573400;PPL;17;;N;JOSEENRIQUERODO;José Enrique Rodó
-907106;-1341071; -34.65;-552.333.333;-343900;-551400;PPL;9;;N;JOSEIGNACIO;José Ignacio
-907107;-1341072;-346.833.333;-567.333.333;-344100;-564400;PPL;16;;N;JOSEIGNACIO;José Ignacio
-907114;-1341085; -33.45;-545.333.333;-332700;-543200;PPL;8;;N;JOSEPEDROVARELA;José Pedro Varela
-907114;-1341088; -33.45;-545.333.333;-332700;-543200;PPL;8;;V;JOSEPVARELA;José P. Varela
-907114;-1341089; -33.45;-545.333.333;-332700;-543200;PPL;8;;V;JPVARELA;J.P. Varela
-907099;-1341091;-347.336.111;-560.366.667;-344401;-560212;PPL;2;;V;JSUAREZ;J. Suarez
-909441;-1341090;-342.833.333;-576.166.667;-341700;-573700;PPL;4;;V;JSUAREZ;J. Suárez
-907127;-1341118; -33.5; -56.75;-333000;-564500;PPL;6;;V;JUANJCASTRO;Juan J. Castro
-907127;-1341121; -33.5; -56.75;-333000;-564500;PPL;6;;N;JUANJOSECASTRO;Juan José Castro
-907130;-1341126;-344.333.333;-574.166.667;-342600;-572500;PPL;4;;V;JUANLACAZE;Juan Lacaze
-907130;-1341127;-344.333.333;-574.166.667;-342600;-572500;PPL;4;;N;JUANLLACAZE;Juan L. Lacaze
-907137;-1341141;-343.191.667;-568.052.778;-341909;-564819;PPL;16;;N;JUANSOLER;Juan Soler
-907142;-1341149; -33.15; -54.15;-330900;-540900;PPL;19;;N;JULIOMARIASANZ;Julio María Sanz
-907168;-1341207;-343.666.667; -56.4;-342200;-562400;PPL;7;;N;KILOMETROhb;Kilómetro 71
-907171;-1341214; -34.65; -56.75;-343900;-564500;PPL;16;;N;KIYU;Kiyú
-907172;-1341215; -32.6;-555.833.333;-323600;-553500;PPL;5;;N;LAALEGRIA;La Alegría
-907173;-1341216;-343.666.667;-537.666.667;-342200;-534600;PPL;14;;N;LABARRA;La Barra
-907176;-1341221;-308.666.667;-563.666.667;-305200;-562200;PPL;15;;N;LABOLSA;La Bolsa
-907177;-1341222;-310.833.333;-570.166.667;-310500;-570100;PPL;15;;N;LABOLSA;La Bolsa
-907178;-1341223; -31.25; -57.2;-311500;-571200;PPL;15;;N;LABOLSA;La Bolsa
-907179;-1341226;-329.333.333;-542.666.667;-325600;-541600;PPL;19;;N;LACALAVERA;La Calavera
-907180;-1341227; -31.45;-554.166.667;-312700;-552500;PPL;13;;N;LACALERA;La Calera
-906805;-1341233; -33.2; -53.8;-331200;-534800;PPL;14;;V;LACHARQUEADA;La Charqueada
-908293;-1341235; -32.05;-546.333.333;-320300;-543800;PPL;18;;V;LACHIRCA;La Chirca
-907183;-1341236; -33.25;-540.166.667;-331500;-540100;PPL;19;;N;LACHIVA;La Chiva
-906319;-1341237;-344.666.667; -57.85;-342800;-575100;PPL;4;;V;LACIUDADDECOLONIA;La Ciudad de Colonia
-907185;-1341241;-335.666.667; -53.85;-333400;-535100;PPL;14;;N;LACORONILLA;La Coronilla
-907187;-1341246;-339.333.333; -56.25;-335600;-561500;PPL;7;;N;LACRUZ;La Cruz
-907190;-1341253;-325.833.333;-533.833.333;-323500;-532300;PPL;3;;N;LACUCHILLA;La Cuchilla
-908550;-1341252;-325.666.667;-534.166.667;-323400;-532500;PPL;3;;V;LACUCHILLA;La Cuchilla
-907192;-1341255; -33.75;-552.833.333;-334500;-551700;PPL;8;;N;LADRILLOS;Ladrillos
-907197;-1341264; -33.0;-551.333.333;-330000;-550800;PPL;3;;N;LAESPERANZA;La Esperanza
-907198;-1341266;-343.333.333;-577.166.667;-342000;-574300;PPL;4;;N;LAESTANZUELA;La Estanzuela
-907199;-1341268; -34.75;-556.833.333;-344500;-554100;PPL;2;;N;LAFLORESTA;La Floresta
-907200;-1341269;-348.333.333;-562.166.667;-345000;-561300;PPLX ;10;;N;LAFLORESTA;La Floresta
-907202;-1341272;-327.666.667;-577.833.333;-324600;-574700;PPL;12;;N;LAFLORIDA;La Florida
-908294;-1341298;-320.833.333; -55.65;-320500;-553900;PPL;18;;V;LAHILERA;La Hilera
-908295;-1341299; -32.05;-548.666.667;-320300;-545200;PPL;18;;V;LAHUMEDAD;La Humedad
-907216;-1341305;-317.333.333;-544.166.667;-314400;-542500;PPL;3;;N;LALATA;La Lata
-907218;-1341309; -34.05; -56.2;-340300;-561200;PPL;7;;N;LAMACANA;La Macana
-907535;-1341310; -34.05;-547.833.333;-340300;-544700;PPL;8;;V;LAMARISCALA;La Mariscala
-907219;-1341312;-325.333.333; -55.5;-323200;-553000;PPL;5;;N;LAMAZAMORRA;La Mazamorra
-908296;-1341314;-315.166.667;-559.666.667;-313100;-555800;PPL;18;;V;LAMBARE;Lambaré
-907223;-1341321;-326.333.333; -53.9;-323800;-535400;PPL;3;;N;LAMICAELA;La Micaela
-907224;-1341322; -31.9; -54.15;-315400;-540900;PPL;3;;N;LAMINA;La Mina
-908297;-1341324;-321.833.333;-560.666.667;-321100;-560400;PPL;18;;V;LAMORCONA;La Morcona
-907231;-1341338;-327.166.667; -55.6;-324300;-553600;PPL;5;;N;LAPALOMA;La Paloma
-907232;-1341339;-346.666.667;-541.666.667;-344000;-541000;PPL;14;;N;LAPALOMA;La Paloma
-907237;-1341350;-335.833.333;-580.833.333;-333500;-580500;PPL;17;;N;LAPARAGUAYA;La Paraguaya
-907238;-1341351; -34.35; -57.3;-342100;-571800;PPL;4;;N;LAPAZ;La Paz
-907239;-1341352;-347.616.667;-562.236.111;-344542;-561325;PPL;2;;N;LAPAZ;La Paz
-907241;-1341354; -32.35;-541.333.333;-322100;-540800;PPL;3;;N;LAPEDRERA;La Pedrera
-907242;-1341355; -33.5;-568.666.667;-333000;-565200;PPL;6;;N;LAPEDRERA;La Pedrera
-907251;-1341370;-314.166.667;-549.166.667;-312500;-545500;PPL;13;;N;LAPUENTE;Lapuente
-907252;-1341371;-315.166.667;-549.666.667;-313100;-545800;PPL;13;;N;LAPUENTE;Lapuente
-907253;-1341373;-346.333.333;-556.166.667;-343800;-553700;PPL;2;;N;LAQUERENCIA;La Querencia
-908475;-1341375;-312.833.333;-564.333.333;-311700;-562600;PPL;15;;V;LAREFORMA;La Reforma
-907261;-1341387;-321.666.667;-550.166.667;-321000;-550100;PPL;18;;N;LARRAYOS;Larrayos
-907263;-1341391;-333.833.333;-550.833.333;-332300;-550500;PPL;8;;N;LARROSA;Larrosa
-908298;-1341394;-320.166.667;-550.666.667;-320100;-550400;PPL;18;;V;LASARENAS;Las Arenas
-907264;-1341395;-346.333.333;-563.333.333;-343800;-562000;PPL;2;;N;LASBRUJAS;Las Brujas
-907265;-1341396;-329.333.333;-555.166.667;-325600;-553100;PPL;5;;N;LASCANAS;Las Cañas
-907266;-1341398;-336.666.667; -54.2;-334000;-541200;PPL;14;;N;LASCANO;Lascano
-908299;-1341401;-323.833.333;-550.666.667;-322300;-550400;PPL;18;;V;LASCHIRCAS;Las Chircas
-906880;-1341405; -32.8; -57.05;-324800;-570300;PPL;12;;V;LASFLORES;Las Flores
-907268;-1341403;-318.166.667;-552.166.667;-314900;-551300;PPL;18;;N;LASFLORES;Las Flores
-907269;-1341404;-324.166.667;-575.833.333;-322500;-573500;PPL;11;;N;LASFLORES;Las Flores
-907270;-1341406; -34.75;-553.333.333;-344500;-552000;PPL;9;;N;LASFLORES;Las Flores
-907268;-1341413;-318.166.667;-552.166.667;-314900;-551300;PPL;18;;V;LASFLORES POBLADO;Poblado Las Flores
-907279;-1341428;-302.333.333;-575.833.333;-301400;-573500;PPL;1;;N;LASPIEDRAS;Las Piedras
-907280;-1341429;-347.263.889; -56.22;-344335;-561312;PPL;2;;N;LASPIEDRAS;Las Piedras
-907284;-1341436;-320.833.333; -54.25;-320500;-541500;PPL;3;;N;LASRATAS;Las Ratas
-907286;-1341438; -32.15; -55.05;-320900;-550300;PPL;18;;N;LASTOSCAS;Las Toscas
-907287;-1341439;-347.333.333;-557.166.667;-344400;-554300;PPL;2;;N;LASTOSCAS;Las Toscas
-905989;-1341445;-339.891.667;-582.855.556;-335921;-581708;PPL;4;;V;LASVIBORAS;Las Víboras
-907290;-1341447; -33.6;-571.333.333;-333600;-570800;PPL;6;;N;LASVIOLETAS;Las Violetas
-907293;-1341451;-325.166.667; -57.75;-323100;-574500;PPL;11;;N;LATENTACION;La Tentación
-907292;-1341450;-324.833.333; -57.75;-322900;-574500;PPL;11;;N;LATENTACION;La Tentaciõn
-906113;-1341454; -32.1; -53.75;-320600;-534500;PPL;3;;V;LATORRE;Latorre
-907298;-1341463; -32.75; -57.75;-324500;-574500;PPL;12;;N;LAUNION;La Unión
-908300;-1341464; -32.15;-548.833.333;-320900;-545300;PPL;18;;V;LAURA;Laura
-907304;-1341476;-313.666.667; -55.85;-312200;-555100;PPL;18;;N;LAURELES;Laureles
-907305;-1341478;-315.166.667;-575.333.333;-313100;-573200;PPL;15;;N;LAURELES;Laureles
-907306;-1341479;-316.833.333;-554.333.333;-314100;-552600;PPL;13;;N;LAURELES;Laureles
-908301;-1341477;-313.833.333;-558.666.667;-312300;-555200;PPL;18;;V;LAURELES;Laureles
-908308;-1341480; -32.5;-560.333.333;-323000;-560200;PPL;18;;V;LAURELES;Laureles
-907327;-1341524; -34.9; -56.1;-345400;-560600;PPL;10;;N;LAVADEROS;Lavaderos
-907327;-1341529; -34.9; -56.1;-345400;-560600;PPL;10;;V;LAVADEROSDELESTE;Lavaderos del Este
-906339;-1341531; -31.1;-570.166.667;-310600;-570100;PPL;15;;V;LAVALLEJA;Lavalleja
-908302;-1341532;-318.166.667;-559.666.667;-314900;-555800;PPL;18;;V;LAVALLEJA;Lavalleja
-907674;-1341533; -34.37;-55.225;-342212;-551330;PPL;8;;V;LAVALLEJA;Lavalleja
-907266;-1341540;-336.666.667; -54.2;-334000;-541200;PPL;14;;V;LAZCANO;Lazcano
-907349;-1341579;-346.333.333;-566.191.667;-343800;-563709;PPL;16;;V;LIBERFAD;Liberfad
-907349;-1341580;-346.333.333;-566.191.667;-343800;-563709;PPL;16;;N;LIBERTAD;Libertad
-907360;-1341610;-311.666.667;-570.833.333;-311000;-570500;PPL;15;;N;LLUVERAS;Lluveras
-907369;-1341630;-339.833.333; -58.25;-335900;-581500;PPL;4;;N;LOMASDECARMELO;Lomas de Carmelo
-907375;-1341645;-320.833.333;-579.166.667;-320500;-575500;PPL;11;;N;LORENZOGEYRES;Lorenzo Geyres
-907378;-1341648;-327.833.333; -55.9;-324700;-555400;PPL;5;;N;LOSAGREGADOS;Los Agregados
